ID,State_Name,District_Name,Crop_Year,Season,Crop,Area,Production
405,Karnataka,CHIKMAGALUR,2014,Kharif,Cotton(lint),1843,3018
406,Karnataka,CHITRADURGA,1998,Kharif,Cotton(lint),26795,30271
407,Karnataka,CHITRADURGA,1999,Kharif,Cotton(lint),13905,15166
408,Karnataka,CHITRADURGA,2000,Kharif,Cotton(lint),16297,27965
409,Karnataka,CHITRADURGA,2001,Kharif,Cotton(lint),17762,16460
410,Karnataka,CHITRADURGA,2002,Kharif,Cotton(lint),7553,9979
411,Karnataka,CHITRADURGA,2003,Kharif,Cotton(lint),4092,4300
412,Karnataka,CHITRADURGA,2004,Kharif,Cotton(lint),15420,24022
413,Karnataka,CHITRADURGA,2005,Whole Year,Cotton(lint),15383,26687
414,Karnataka,CHITRADURGA,2006,Whole Year,Cotton(lint),8535,12117
415,Karnataka,CHITRADURGA,2007,Whole Year,Cotton(lint),10648,24767
416,Karnataka,CHITRADURGA,2008,Whole Year,Cotton(lint),4372,7054
417,Karnataka,CHITRADURGA,2009,Whole Year,Cotton(lint),10513,14749
418,Karnataka,CHITRADURGA,2010,Kharif,Cotton(lint),14514,32813
419,Karnataka,CHITRADURGA,2010,Rabi,Cotton(lint),1600,2305
420,Karnataka,CHITRADURGA,2011,Kharif,Cotton(lint),20190,37180
421,Karnataka,CHITRADURGA,2011,Rabi,Cotton(lint),211,399
422,Karnataka,CHITRADURGA,2012,Kharif,Cotton(lint),17637,25526
423,Karnataka,CHITRADURGA,2012,Rabi,Cotton(lint),1785,2204
424,Karnataka,CHITRADURGA,2013,Kharif,Cotton(lint),20250,34287
425,Karnataka,CHITRADURGA,2013,Rabi,Cotton(lint),716,1320
426,Karnataka,CHITRADURGA,2014,Kharif,Cotton(lint),28366,48504
427,Karnataka,CHITRADURGA,2014,Rabi,Cotton(lint),91,141
428,Karnataka,CHITRADURGA,2014,Summer,Cotton(lint),84,159
429,Karnataka,DAKSHIN KANNAD,2012,Kharif,Cotton(lint),2,3
430,Karnataka,DAVANGERE,1998,Kharif,Cotton(lint),26284,31242
431,Karnataka,DAVANGERE,1999,Kharif,Cotton(lint),10250,11062
432,Karnataka,DAVANGERE,2000,Kharif,Cotton(lint),6321,8061
433,Karnataka,DAVANGERE,2001,Kharif,Cotton(lint),10159,9014
434,Karnataka,DAVANGERE,2002,Kharif,Cotton(lint),4660,4327
435,Karnataka,DAVANGERE,2003,Kharif,Cotton(lint),3590,2961
436,Karnataka,DAVANGERE,2004,Kharif,Cotton(lint),6869,12610
437,Karnataka,DAVANGERE,2005,Whole Year,Cotton(lint),6364,8361
438,Karnataka,DAVANGERE,2006,Whole Year,Cotton(lint),4976,10089
439,Karnataka,DAVANGERE,2007,Whole Year,Cotton(lint),6174,17914
440,Karnataka,DAVANGERE,2008,Whole Year,Cotton(lint),8051,15797
441,Karnataka,DAVANGERE,2009,Whole Year,Cotton(lint),16843,28211
442,Karnataka,DAVANGERE,2010,Kharif,Cotton(lint),22871,50664
443,Karnataka,DAVANGERE,2010,Rabi,Cotton(lint),1016,1759
444,Karnataka,DAVANGERE,2011,Kharif,Cotton(lint),22930,58939
445,Karnataka,DAVANGERE,2011,Rabi,Cotton(lint),427,794
446,Karnataka,DAVANGERE,2012,Kharif,Cotton(lint),14903,26399
447,Karnataka,DAVANGERE,2012,Rabi,Cotton(lint),174,215
448,Karnataka,DAVANGERE,2012,Summer,Cotton(lint),356,987
449,Karnataka,DAVANGERE,2013,Kharif,Cotton(lint),19895,25348
450,Karnataka,DAVANGERE,2013,Rabi,Cotton(lint),131,242
451,Karnataka,DAVANGERE,2013,Summer,Cotton(lint),552,1990
452,Karnataka,DAVANGERE,2014,Kharif,Cotton(lint),20325,29075
453,Karnataka,DAVANGERE,2014,Rabi,Cotton(lint),259,412
454,Karnataka,DAVANGERE,2014,Summer,Cotton(lint),130,246
455,Karnataka,DHARWAD,1998,Kharif,Cotton(lint),86875,160464
456,Karnataka,DHARWAD,1999,Kharif,Cotton(lint),95340,67640
457,Karnataka,DHARWAD,2000,Kharif,Cotton(lint),92898,118695
458,Karnataka,DHARWAD,2001,Kharif,Cotton(lint),105429,49539
459,Karnataka,DHARWAD,2002,Kharif,Cotton(lint),91357,39526
460,Karnataka,DHARWAD,2003,Kharif,Cotton(lint),51899,30814
461,Karnataka,DHARWAD,2004,Kharif,Cotton(lint),86481,70947
462,Karnataka,DHARWAD,2005,Whole Year,Cotton(lint),76994,71552
463,Karnataka,DHARWAD,2006,Whole Year,Cotton(lint),74021,85558
464,Karnataka,DHARWAD,2007,Whole Year,Cotton(lint),72612,91219
465,Karnataka,DHARWAD,2008,Whole Year,Cotton(lint),71221,118158
466,Karnataka,DHARWAD,2009,Whole Year,Cotton(lint),83461,130437
467,Karnataka,DHARWAD,2010,Kharif,Cotton(lint),44413,95992
468,Karnataka,DHARWAD,2010,Rabi,Cotton(lint),43927,42621
469,Karnataka,DHARWAD,2011,Kharif,Cotton(lint),48647,88766
470,Karnataka,DHARWAD,2011,Rabi,Cotton(lint),20322,18078
471,Karnataka,DHARWAD,2012,Kharif,Cotton(lint),24211,35040
472,Karnataka,DHARWAD,2012,Rabi,Cotton(lint),16699,12131
473,Karnataka,DHARWAD,2013,Kharif,Cotton(lint),60529,79824
474,Karnataka,DHARWAD,2013,Rabi,Cotton(lint),29968,55262
475,Karnataka,DHARWAD,2014,Kharif,Cotton(lint),80222,167657
476,Karnataka,DHARWAD,2014,Rabi,Cotton(lint),16962,18388
477,Karnataka,GADAG,1998,Kharif,Cotton(lint),62230,69246
478,Karnataka,GADAG,1999,Kharif,Cotton(lint),57536,41642
479,Karnataka,GADAG,2000,Kharif,Cotton(lint),67713,97437
480,Karnataka,GADAG,2001,Kharif,Cotton(lint),77125,50442
481,Karnataka,GADAG,2002,Kharif,Cotton(lint),45540,20497
482,Karnataka,GADAG,2003,Kharif,Cotton(lint),37175,7485
483,Karnataka,GADAG,2004,Kharif,Cotton(lint),59863,42548
484,Karnataka,GADAG,2005,Whole Year,Cotton(lint),55846,44817
485,Karnataka,GADAG,2006,Whole Year,Cotton(lint),37817,17854
486,Karnataka,GADAG,2007,Whole Year,Cotton(lint),49518,76528
487,Karnataka,GADAG,2008,Whole Year,Cotton(lint),41834,95198
488,Karnataka,GADAG,2009,Whole Year,Cotton(lint),62015,82054
489,Karnataka,GADAG,2010,Kharif,Cotton(lint),24843,57340
490,Karnataka,GADAG,2010,Rabi,Cotton(lint),48527,54557
491,Karnataka,GADAG,2011,Kharif,Cotton(lint),24721,43291
492,Karnataka,GADAG,2011,Rabi,Cotton(lint),34985,16915
493,Karnataka,GADAG,2012,Kharif,Cotton(lint),12863,20413
494,Karnataka,GADAG,2012,Rabi,Cotton(lint),20231,37420
495,Karnataka,GADAG,2013,Kharif,Cotton(lint),25670,100411
496,Karnataka,GADAG,2013,Rabi,Cotton(lint),32535,59632
497,Karnataka,GADAG,2014,Kharif,Cotton(lint),64795,198055
498,Karnataka,GADAG,2014,Rabi,Cotton(lint),33366,65817
499,Karnataka,GULBARGA,1998,Kharif,Cotton(lint),20113,38605
500,Karnataka,GULBARGA,1999,Kharif,Cotton(lint),12085,18754
501,Karnataka,GULBARGA,2000,Kharif,Cotton(lint),10595,28167
502,Karnataka,GULBARGA,2001,Kharif,Cotton(lint),28394,53835
503,Karnataka,GULBARGA,2002,Kharif,Cotton(lint),16443,43235
504,Karnataka,GULBARGA,2003,Kharif,Cotton(lint),17295,48613
505,Karnataka,GULBARGA,2004,Kharif,Cotton(lint),27881,73916
506,Karnataka,GULBARGA,2005,Whole Year,Cotton(lint),28773,103776
507,Karnataka,GULBARGA,2006,Whole Year,Cotton(lint),23582,85067
508,Karnataka,GULBARGA,2007,Whole Year,Cotton(lint),26010,106214
509,Karnataka,GULBARGA,2008,Whole Year,Cotton(lint),50976,185757
510,Karnataka,GULBARGA,2009,Whole Year,Cotton(lint),23502,55471
511,Karnataka,GULBARGA,2010,Kharif,Cotton(lint),13759,38254
512,Karnataka,GULBARGA,2011,Kharif,Cotton(lint),26496,107190
513,Karnataka,GULBARGA,2012,Kharif,Cotton(lint),39523,90771
514,Karnataka,GULBARGA,2013,Kharif,Cotton(lint),47273,269445
515,Karnataka,GULBARGA,2014,Kharif,Cotton(lint),82637,338020
516,Karnataka,HASSAN,1998,Kharif,Cotton(lint),5225,5688
517,Karnataka,HASSAN,1999,Kharif,Cotton(lint),5425,9278
518,Karnataka,HASSAN,2000,Kharif,Cotton(lint),3462,5608
519,Karnataka,HASSAN,2001,Kharif,Cotton(lint),2326,4147
520,Karnataka,HASSAN,2002,Kharif,Cotton(lint),1802,957
521,Karnataka,HASSAN,2003,Kharif,Cotton(lint),169,133
522,Karnataka,HASSAN,2004,Kharif,Cotton(lint),1809,1795
523,Karnataka,HASSAN,2005,Whole Year,Cotton(lint),1249,1221
524,Karnataka,HASSAN,2006,Whole Year,Cotton(lint),3106,2551
525,Karnataka,HASSAN,2007,Whole Year,Cotton(lint),1108,966
526,Karnataka,HASSAN,2008,Whole Year,Cotton(lint),815,1303
527,Karnataka,HASSAN,2009,Whole Year,Cotton(lint),297,453
528,Karnataka,HASSAN,2010,Kharif,Cotton(lint),106,234
529,Karnataka,HASSAN,2011,Kharif,Cotton(lint),88,178
530,Karnataka,HASSAN,2012,Kharif,Cotton(lint),64,147
531,Karnataka,HASSAN,2013,Kharif,Cotton(lint),281,832
532,Karnataka,HASSAN,2014,Kharif,Cotton(lint),400,1091
533,Karnataka,HAVERI,1998,Kharif,Cotton(lint),79382,91997
534,Karnataka,HAVERI,1999,Kharif,Cotton(lint),71949,65398
535,Karnataka,HAVERI,2000,Kharif,Cotton(lint),67008,119094
536,Karnataka,HAVERI,2001,Kharif,Cotton(lint),80825,79106
537,Karnataka,HAVERI,2002,Kharif,Cotton(lint),59585,49612
538,Karnataka,HAVERI,2003,Kharif,Cotton(lint),47319,31332
539,Karnataka,HAVERI,2004,Kharif,Cotton(lint),63400,92471
540,Karnataka,HAVERI,2005,Whole Year,Cotton(lint),59771,96519
541,Karnataka,HAVERI,2006,Whole Year,Cotton(lint),76459,129621
542,Karnataka,HAVERI,2007,Whole Year,Cotton(lint),78900,152978
543,Karnataka,HAVERI,2008,Whole Year,Cotton(lint),91934,163838
544,Karnataka,HAVERI,2009,Whole Year,Cotton(lint),109231,143134
545,Karnataka,HAVERI,2010,Kharif,Cotton(lint),100887,277675
546,Karnataka,HAVERI,2010,Rabi,Cotton(lint),3843,2921
547,Karnataka,HAVERI,2011,Kharif,Cotton(lint),104276,304176
548,Karnataka,HAVERI,2011,Rabi,Cotton(lint),1865,1710
549,Karnataka,HAVERI,2012,Kharif,Cotton(lint),64332,144873
550,Karnataka,HAVERI,2012,Rabi,Cotton(lint),1327,1112
551,Karnataka,HAVERI,2013,Kharif,Cotton(lint),96977,192919
552,Karnataka,HAVERI,2013,Rabi,Cotton(lint),821,1514
553,Karnataka,HAVERI,2014,Kharif,Cotton(lint),105249,211727
554,Karnataka,HAVERI,2014,Rabi,Cotton(lint),244,281
555,Karnataka,HAVERI,2014,Summer,Cotton(lint),534,1012
556,Karnataka,KODAGU,1998,Kharif,Cotton(lint),2,3
557,Karnataka,KOLAR,1998,Kharif,Cotton(lint),30,53
558,Karnataka,KOPPAL,1998,Kharif,Cotton(lint),19182,18430
559,Karnataka,KOPPAL,1999,Kharif,Cotton(lint),19037,14362
560,Karnataka,KOPPAL,2000,Kharif,Cotton(lint),25417,20690
561,Karnataka,KOPPAL,2001,Kharif,Cotton(lint),35991,38735
562,Karnataka,KOPPAL,2002,Kharif,Cotton(lint),4684,4337
563,Karnataka,KOPPAL,2003,Kharif,Cotton(lint),12569,5093
564,Karnataka,KOPPAL,2004,Kharif,Cotton(lint),29156,26932
565,Karnataka,KOPPAL,2005,Whole Year,Cotton(lint),11560,4788
566,Karnataka,KOPPAL,2006,Whole Year,Cotton(lint),3779,1940
567,Karnataka,KOPPAL,2007,Whole Year,Cotton(lint),12819,9164
568,Karnataka,KOPPAL,2008,Whole Year,Cotton(lint),10878,15302
569,Karnataka,KOPPAL,2009,Whole Year,Cotton(lint),17514,7430
570,Karnataka,KOPPAL,2010,Kharif,Cotton(lint),2575,5108
571,Karnataka,KOPPAL,2010,Rabi,Cotton(lint),18792,23661
572,Karnataka,KOPPAL,2011,Kharif,Cotton(lint),4252,10621
573,Karnataka,KOPPAL,2011,Rabi,Cotton(lint),6910,3128
574,Karnataka,KOPPAL,2012,Kharif,Cotton(lint),4919,15393
575,Karnataka,KOPPAL,2012,Rabi,Cotton(lint),4310,2071
576,Karnataka,KOPPAL,2013,Kharif,Cotton(lint),4447,12077
577,Karnataka,KOPPAL,2013,Rabi,Cotton(lint),7653,14112
578,Karnataka,KOPPAL,2014,Kharif,Cotton(lint),12128,36529
579,Karnataka,KOPPAL,2014,Rabi,Cotton(lint),10772,13182
580,Karnataka,MANDYA,1998,Kharif,Cotton(lint),44,65
581,Karnataka,MANDYA,1999,Kharif,Cotton(lint),109,121
582,Karnataka,MANDYA,2000,Kharif,Cotton(lint),21,32
583,Karnataka,MANDYA,2001,Kharif,Cotton(lint),1,2
584,Karnataka,MANDYA,2002,Kharif,Cotton(lint),1,2
585,Karnataka,MANDYA,2003,Kharif,Cotton(lint),2,5
586,Karnataka,MANDYA,2004,Kharif,Cotton(lint),5,5
587,Karnataka,MANDYA,2005,Whole Year,Cotton(lint),5,15
588,Karnataka,MANDYA,2013,Kharif,Cotton(lint),4,12
589,Karnataka,MANDYA,2014,Kharif,Cotton(lint),5,14
590,Karnataka,MYSORE,1998,Kharif,Cotton(lint),59668,153042
591,Karnataka,MYSORE,1999,Kharif,Cotton(lint),63107,154105
592,Karnataka,MYSORE,2000,Kharif,Cotton(lint),64715,130909
593,Karnataka,MYSORE,2001,Kharif,Cotton(lint),55918,76555
594,Karnataka,MYSORE,2002,Kharif,Cotton(lint),36105,31900
595,Karnataka,MYSORE,2003,Kharif,Cotton(lint),42809,33251
596,Karnataka,MYSORE,2004,Kharif,Cotton(lint),72962,83989
597,Karnataka,MYSORE,2005,Whole Year,Cotton(lint),46606,78651
598,Karnataka,MYSORE,2006,Whole Year,Cotton(lint),55070,50468
599,Karnataka,MYSORE,2007,Whole Year,Cotton(lint),52439,35750
600,Karnataka,MYSORE,2008,Whole Year,Cotton(lint),43629,34863
601,Karnataka,MYSORE,2009,Whole Year,Cotton(lint),41255,54175
602,Karnataka,MYSORE,2010,Kharif,Cotton(lint),38897,62164
603,Karnataka,MYSORE,2010,Rabi,Cotton(lint),133,288
604,Karnataka,MYSORE,2011,Kharif,Cotton(lint),44335,100051
605,Karnataka,MYSORE,2012,Kharif,Cotton(lint),44424,50145
606,Karnataka,MYSORE,2012,Summer,Cotton(lint),67,186
607,Karnataka,MYSORE,2013,Kharif,Cotton(lint),46165,136724
608,Karnataka,MYSORE,2013,Summer,Cotton(lint),10,36
609,Karnataka,MYSORE,2014,Kharif,Cotton(lint),48174,85874
610,Karnataka,RAICHUR,1998,Kharif,Cotton(lint),49208,58421
611,Karnataka,RAICHUR,1999,Kharif,Cotton(lint),34301,35606
612,Karnataka,RAICHUR,2000,Kharif,Cotton(lint),36981,43909
613,Karnataka,RAICHUR,2001,Kharif,Cotton(lint),44627,41939
614,Karnataka,RAICHUR,2002,Kharif,Cotton(lint),31605,21270
615,Karnataka,RAICHUR,2003,Kharif,Cotton(lint),31965,30941
616,Karnataka,RAICHUR,2004,Kharif,Cotton(lint),35250,32681
617,Karnataka,RAICHUR,2005,Whole Year,Cotton(lint),22061,31534
618,Karnataka,RAICHUR,2006,Whole Year,Cotton(lint),12783,24291
619,Karnataka,RAICHUR,2007,Whole Year,Cotton(lint),22259,51779
620,Karnataka,RAICHUR,2008,Whole Year,Cotton(lint),26561,73442
621,Karnataka,RAICHUR,2009,Whole Year,Cotton(lint),22101,53381
622,Karnataka,RAICHUR,2010,Kharif,Cotton(lint),27086,55465
623,Karnataka,RAICHUR,2010,Rabi,Cotton(lint),280,657
624,Karnataka,RAICHUR,2011,Kharif,Cotton(lint),38467,69268
625,Karnataka,RAICHUR,2012,Kharif,Cotton(lint),53170,174109
626,Karnataka,RAICHUR,2012,Rabi,Cotton(lint),190,235
627,Karnataka,RAICHUR,2013,Kharif,Cotton(lint),55755,165126
628,Karnataka,RAICHUR,2014,Kharif,Cotton(lint),104970,302671
629,Karnataka,RAMANAGARA,2014,Kharif,Cotton(lint),1,3
630,Karnataka,SHIMOGA,1998,Kharif,Cotton(lint),18011,42405
631,Karnataka,SHIMOGA,1999,Kharif,Cotton(lint),15072,27147
632,Karnataka,SHIMOGA,2000,Kharif,Cotton(lint),9050,13958
633,Karnataka,SHIMOGA,2001,Kharif,Cotton(lint),11760,13537
634,Karnataka,SHIMOGA,2002,Kharif,Cotton(lint),7472,11023
635,Karnataka,SHIMOGA,2003,Kharif,Cotton(lint),4809,7901
636,Karnataka,SHIMOGA,2004,Kharif,Cotton(lint),6223,12067
637,Karnataka,SHIMOGA,2005,Whole Year,Cotton(lint),6662,11764
638,Karnataka,SHIMOGA,2006,Whole Year,Cotton(lint),9495,18836
639,Karnataka,SHIMOGA,2007,Whole Year,Cotton(lint),4063,8923
640,Karnataka,SHIMOGA,2008,Whole Year,Cotton(lint),3924,8596
641,Karnataka,SHIMOGA,2009,Whole Year,Cotton(lint),1680,2460
642,Karnataka,SHIMOGA,2010,Kharif,Cotton(lint),1479,2942
643,Karnataka,SHIMOGA,2011,Kharif,Cotton(lint),1546,4786
644,Karnataka,SHIMOGA,2012,Kharif,Cotton(lint),986,2265
645,Karnataka,SHIMOGA,2013,Kharif,Cotton(lint),738,1905
646,Karnataka,SHIMOGA,2013,Summer,Cotton(lint),1,4
647,Karnataka,SHIMOGA,2014,Kharif,Cotton(lint),849,2111
648,Karnataka,TUMKUR,1998,Kharif,Cotton(lint),1343,2020
649,Karnataka,TUMKUR,1999,Kharif,Cotton(lint),548,920
650,Karnataka,TUMKUR,2000,Kharif,Cotton(lint),695,1493
651,Karnataka,TUMKUR,2001,Kharif,Cotton(lint),973,1809
652,Karnataka,TUMKUR,2002,Kharif,Cotton(lint),856,1576
653,Karnataka,TUMKUR,2003,Kharif,Cotton(lint),312,698
654,Karnataka,TUMKUR,2004,Kharif,Cotton(lint),786,1186
655,Karnataka,TUMKUR,2005,Whole Year,Cotton(lint),812,1609
656,Karnataka,TUMKUR,2006,Whole Year,Cotton(lint),926,1761
657,Karnataka,TUMKUR,2007,Whole Year,Cotton(lint),1046,2848
658,Karnataka,TUMKUR,2008,Whole Year,Cotton(lint),668,2529
659,Karnataka,TUMKUR,2009,Whole Year,Cotton(lint),852,2114
660,Karnataka,TUMKUR,2010,Kharif,Cotton(lint),867,2659
661,Karnataka,TUMKUR,2010,Rabi,Cotton(lint),101,219
662,Karnataka,TUMKUR,2011,Kharif,Cotton(lint),1428,4046
663,Karnataka,TUMKUR,2011,Rabi,Cotton(lint),20,38
664,Karnataka,TUMKUR,2012,Kharif,Cotton(lint),1379,3167
665,Karnataka,TUMKUR,2012,Summer,Cotton(lint),5,14
666,Karnataka,TUMKUR,2013,Kharif,Cotton(lint),753,1675
667,Karnataka,TUMKUR,2013,Rabi,Cotton(lint),2,4
668,Karnataka,TUMKUR,2013,Summer,Cotton(lint),7,25
669,Karnataka,TUMKUR,2014,Kharif,Cotton(lint),1742,4507
670,Karnataka,TUMKUR,2014,Rabi,Cotton(lint),2,3
671,Karnataka,TUMKUR,2014,Summer,Cotton(lint),9,17
672,Karnataka,UTTAR KANNAD,1998,Kharif,Cotton(lint),6286,14823
673,Karnataka,UTTAR KANNAD,1999,Kharif,Cotton(lint),6119,7351
674,Karnataka,UTTAR KANNAD,2000,Kharif,Cotton(lint),5888,12536
675,Karnataka,UTTAR KANNAD,2001,Kharif,Cotton(lint),5792,10033
676,Karnataka,UTTAR KANNAD,2002,Kharif,Cotton(lint),5971,8308
677,Karnataka,UTTAR KANNAD,2003,Kharif,Cotton(lint),6247,14522
678,Karnataka,UTTAR KANNAD,2004,Kharif,Cotton(lint),7245,10162
679,Karnataka,UTTAR KANNAD,2005,Whole Year,Cotton(lint),8176,5939
680,Karnataka,UTTAR KANNAD,2006,Whole Year,Cotton(lint),8335,4285
681,Karnataka,UTTAR KANNAD,2007,Whole Year,Cotton(lint),5596,5504
682,Karnataka,UTTAR KANNAD,2008,Whole Year,Cotton(lint),3445,6391
683,Karnataka,UTTAR KANNAD,2009,Whole Year,Cotton(lint),2783,5287
684,Karnataka,UTTAR KANNAD,2010,Kharif,Cotton(lint),2986,8226
685,Karnataka,UTTAR KANNAD,2011,Kharif,Cotton(lint),3208,3298
686,Karnataka,UTTAR KANNAD,2012,Kharif,Cotton(lint),2597,5964
687,Karnataka,UTTAR KANNAD,2013,Kharif,Cotton(lint),1351,2763
688,Karnataka,UTTAR KANNAD,2014,Kharif,Cotton(lint),1412,2612
689,Karnataka,YADGIR,2010,Kharif,Cotton(lint),33316,87054
690,Karnataka,YADGIR,2011,Kharif,Cotton(lint),61892,109239
691,Karnataka,YADGIR,2011,Rabi,Cotton(lint),3,6
692,Karnataka,YADGIR,2012,Kharif,Cotton(lint),59706,183167
693,Karnataka,YADGIR,2013,Kharif,Cotton(lint),80504,381928
694,Karnataka,YADGIR,2014,Kharif,Cotton(lint),103866,362752
695,Manipur,CHURACHANDPUR,1998,Autumn,Cotton(lint),30,20
696,Manipur,CHURACHANDPUR,1998,Winter,Cotton(lint),30,10
697,Manipur,CHURACHANDPUR,1999,Kharif,Cotton(lint),50,30
698,Manipur,CHURACHANDPUR,2000,Kharif,Cotton(lint),60,20
699,Manipur,CHURACHANDPUR,2001,Kharif,Cotton(lint),90,30
700,Manipur,CHURACHANDPUR,2006,Kharif,Cotton(lint),210,70
701,Manipur,CHURACHANDPUR,2007,Kharif,Cotton(lint),210,70
702,Manipur,IMPHAL WEST,1998,Rabi,Cotton(lint),10,10
703,Meghalaya,EAST GARO HILLS,1997,Kharif,Cotton(lint),2720,1960
704,Meghalaya,EAST GARO HILLS,1998,Kharif,Cotton(lint),2726,1972
705,Meghalaya,EAST GARO HILLS,1999,Kharif,Cotton(lint),2730,1991
706,Meghalaya,EAST GARO HILLS,2000,Kharif,Cotton(lint),2734,3506
707,Meghalaya,EAST GARO HILLS,2001,Kharif,Cotton(lint),2730,3533
708,Meghalaya,EAST GARO HILLS,2002,Kharif,Cotton(lint),2722,3522
709,Meghalaya,EAST GARO HILLS,2003,Kharif,Cotton(lint),2705,3501
710,Meghalaya,EAST GARO HILLS,2004,Kharif,Cotton(lint),2674,3460
711,Meghalaya,EAST GARO HILLS,2005,Kharif,Cotton(lint),2660,3471
712,Meghalaya,EAST GARO HILLS,2006,Rabi,Cotton(lint),2640,3440
713,Meghalaya,EAST GARO HILLS,2007,Kharif,Cotton(lint),2618,2233
714,Meghalaya,EAST GARO HILLS,2008,Kharif,Cotton(lint),2539,1867
715,Meghalaya,EAST GARO HILLS,2009,Kharif,Cotton(lint),2540,1868
716,Meghalaya,EAST GARO HILLS,2010,Kharif,Cotton(lint),2506,1740
717,Meghalaya,EAST GARO HILLS,2011,Kharif,Cotton(lint),2516,1776
718,Meghalaya,EAST GARO HILLS,2012,Kharif,Cotton(lint),2655,2328
719,Meghalaya,EAST GARO HILLS,2013,Kharif,Cotton(lint),1801,1653
720,Meghalaya,EAST GARO HILLS,2014,Kharif,Cotton(lint),1809,1741
721,Meghalaya,NORTH GARO HILLS,2013,Kharif,Cotton(lint),863,743
722,Meghalaya,NORTH GARO HILLS,2014,Kharif,Cotton(lint),866,773
723,Meghalaya,SOUTH GARO HILLS,1997,Kharif,Cotton(lint),321,299
724,Meghalaya,SOUTH GARO HILLS,1998,Kharif,Cotton(lint),322,299
725,Meghalaya,SOUTH GARO HILLS,1999,Kharif,Cotton(lint),307,284
726,Meghalaya,SOUTH GARO HILLS,2000,Kharif,Cotton(lint),240,220
727,Meghalaya,SOUTH GARO HILLS,2001,Kharif,Cotton(lint),220,201
728,Meghalaya,SOUTH GARO HILLS,2002,Kharif,Cotton(lint),215,196
729,Meghalaya,SOUTH GARO HILLS,2003,Kharif,Cotton(lint),208,183
730,Meghalaya,SOUTH GARO HILLS,2004,Kharif,Cotton(lint),195,176
731,Meghalaya,SOUTH GARO HILLS,2005,Kharif,Cotton(lint),193,174
732,Meghalaya,SOUTH GARO HILLS,2006,Rabi,Cotton(lint),189,172
733,Meghalaya,SOUTH GARO HILLS,2007,Kharif,Cotton(lint),189,170
734,Meghalaya,SOUTH GARO HILLS,2008,Kharif,Cotton(lint),185,169
735,Meghalaya,SOUTH GARO HILLS,2009,Kharif,Cotton(lint),187,167
736,Meghalaya,SOUTH GARO HILLS,2010,Kharif,Cotton(lint),185,165
737,Meghalaya,SOUTH GARO HILLS,2011,Kharif,Cotton(lint),190,179
738,Meghalaya,SOUTH GARO HILLS,2012,Kharif,Cotton(lint),201,238
739,Meghalaya,SOUTH GARO HILLS,2013,Kharif,Cotton(lint),202,245
740,Meghalaya,SOUTH GARO HILLS,2014,Kharif,Cotton(lint),203,258
741,Meghalaya,SOUTH WEST GARO HILLS,2013,Kharif,Cotton(lint),441,565
742,Meghalaya,SOUTH WEST GARO HILLS,2014,Kharif,Cotton(lint),448,625
743,Meghalaya,WEST GARO HILLS,1997,Kharif,Cotton(lint),4503,3331
744,Meghalaya,WEST GARO HILLS,1998,Kharif,Cotton(lint),4501,3328
745,Meghalaya,WEST GARO HILLS,1999,Kharif,Cotton(lint),4418,3274
746,Meghalaya,WEST GARO HILLS,2000,Kharif,Cotton(lint),4366,3958
747,Meghalaya,WEST GARO HILLS,2001,Kharif,Cotton(lint),4373,4139
748,Meghalaya,WEST GARO HILLS,2002,Kharif,Cotton(lint),4373,4111
749,Meghalaya,WEST GARO HILLS,2003,Kharif,Cotton(lint),4368,4108
750,Meghalaya,WEST GARO HILLS,2004,Kharif,Cotton(lint),4362,4129
751,Meghalaya,WEST GARO HILLS,2005,Kharif,Cotton(lint),4378,4123
752,Meghalaya,WEST GARO HILLS,2006,Rabi,Cotton(lint),4379,4126
753,Meghalaya,WEST GARO HILLS,2007,Kharif,Cotton(lint),4379,4128
754,Meghalaya,WEST GARO HILLS,2008,Kharif,Cotton(lint),4382,3581
755,Meghalaya,WEST GARO HILLS,2009,Kharif,Cotton(lint),4164,3456
756,Meghalaya,WEST GARO HILLS,2010,Kharif,Cotton(lint),4125,3666
757,Meghalaya,WEST GARO HILLS,2011,Kharif,Cotton(lint),4165,4434
758,Meghalaya,WEST GARO HILLS,2012,Kharif,Cotton(lint),4394,5793
759,Meghalaya,WEST GARO HILLS,2013,Kharif,Cotton(lint),3968,5396
760,Meghalaya,WEST GARO HILLS,2014,Kharif,Cotton(lint),3979,5627
761,Tamil Nadu,ARIYALUR,2008,Whole Year,Cotton(lint),3566,
762,Tamil Nadu,ARIYALUR,2009,Whole Year,Cotton(lint),4074,11033
763,Tamil Nadu,ARIYALUR,2010,Kharif,Cotton(lint),5684,9361
764,Tamil Nadu,ARIYALUR,2011,Kharif,Cotton(lint),7661,36179
765,Tamil Nadu,ARIYALUR,2011,Rabi,Cotton(lint),150,413
766,Tamil Nadu,ARIYALUR,2012,Kharif,Cotton(lint),8634,15664
767,Tamil Nadu,ARIYALUR,2013,Kharif,Cotton(lint),8815,29867
768,Tamil Nadu,ARIYALUR,2013,Rabi,Cotton(lint),303,727
769,Tamil Nadu,COIMBATORE,1997,Whole Year,Cotton(lint),16858,30610
770,Tamil Nadu,COIMBATORE,1998,Kharif,Cotton(lint),15370,32294
771,Tamil Nadu,COIMBATORE,1999,Kharif,Cotton(lint),7627,12264
772,Tamil Nadu,COIMBATORE,2000,Kharif,Cotton(lint),6674,10987
